timestamp,price,MA_50,MA_200,RSI_14
2025-09-07 00:00:00,4273.110024157841,,,
2025-09-08 00:00:00,4304.032421076036,,,
2025-09-09 00:00:00,4309.685702772004,,,
2025-09-10 00:00:00,4309.342746120013,,,
2025-09-11 00:00:00,4347.476803670656,,,
2025-09-12 00:00:00,4459.31901599882,,,
2025-09-13 00:00:00,4708.841744149995,,,
2025-09-14 00:00:00,4667.699652630318,,,
2025-09-15 00:00:00,4609.786110950785,,,
2025-09-16 00:00:00,4524.244939102515,,,
2025-09-17 00:00:00,4504.266635522813,,,
2025-09-18 00:00:00,4591.768794331328,,,
2025-09-19 00:00:00,4590.6367372135155,,,
2025-09-20 00:00:00,4470.479474009387,,,61.61291566503776
2025-09-21 00:00:00,4481.799472368209,,,62.117548811497265
2025-09-22 00:00:00,4452.87113037789,,,58.662376226867515
2025-09-23 00:00:00,4199.951774017639,,,45.04084031853531
2025-09-24 00:00:00,4166.1905498775295,,,43.720262932971885
2025-09-25 00:00:00,4148.65682762035,,,41.117717499743065
2025-09-26 00:00:00,3863.0632875907245,,,26.94196202204776
2025-09-27 00:00:00,4037.0979210260916,,,22.412019478662472
2025-09-28 00:00:00,4018.167453105732,,,22.828508998045336
2025-09-29 00:00:00,4141.839664086501,,,31.445487886553664
2025-09-30 00:00:00,4215.61278947927,,,37.64716795236524
2025-10-01 00:00:00,4144.230463371581,,,36.159273350061085
2025-10-02 00:00:00,4343.951983440489,,,41.229957384760155
2025-10-03 00:00:00,4484.006245909478,,,46.564256712456846
2025-10-04 00:00:00,4515.759068159723,,,51.54709200287497
2025-10-05 00:00:00,4487.706651673285,,,50.19955204090407
2025-10-06 00:00:00,4515.321391965295,,4362.897249192527,52.11152336219938
2025-10-06 13:03:45,4582.809293810998,,4373.220558180966,64.80083137191167
